Unit,Chiplet,Release Directory,Age (days),Size,Owner,Release Timestamp,Has Symlinks,Symlink Names,Symlink Owners,Requires Coordination,Recommendation
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_cmp__2025_9_21_9_19_20,120,76G,aamsalem,2025-09-21 09:19:20,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_cmp__2025_9_21_10_24_46,120,76G,aamsalem,2025-09-21 10:24:46,Yes,prev_SEP_10,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_fix-gl-check__2025_10_6_14_21_6,105,75G,aamsalem,2025-10-06 14:21:06,Yes,SEP_10_NDQ_V1_GLC,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_3_14_36_0,108,75G,aamsalem,2025-10-03 14:36:00,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_9_21_13_23_53,120,75G,aamsalem,2025-09-21 13:23:53,Yes,"SEP_10,SEP_10_NDQ","aamsalem,tlevor",Yes,Coordinate with symlink owners first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_15_10_8_41,96,75G,aamsalem,2025-10-15 10:08:41,Yes,OCT_10,aamsalem,No,Remove symlinks first
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_15_10_5_44,96,75G,aamsalem,2025-10-15 10:05:44,Yes,SEP_10_NDQ_V1,aamsalem,No,Remove symlinks first
dcmp,NDQ,dcmp_21_9_script_driver_routing_blockage__2025_10_5_15_10_34,106,75G,rmenasheof,2025-10-05 15:10:34,Yes,SEP_10_L,rmenasheof,Yes,Coordinate with symlink owners first
dqamci,QNS,dqamci_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_18_7_16_45,93,75G,mlanzerer,2025-10-18 07:16:45,Yes,SEP_10,mlanzerer,No,Remove symlinks first
dqamci,QNS,dqamci_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_16_8_46_23,95,75G,mlanzerer,2025-10-16 08:46:23,Yes,"QNS_ww42_1NL_1st_release,prev_SEP_10,QNS_before_vivid_loop","alexandrue,mlanzerer",Yes,Coordinate with symlink owners first
clr,NDQ,clr_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_tlv_2_DEL__2025_8_28_18_31_36,143,74G,ayerushalmy,2025-08-28 18:31:36,No,None,None,No,Safe to delete
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2__2025_10_3_16_59_36,107,74G,ayerushalmy,2025-10-03 16:59:36,No,None,None,No,Safe to delete
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2__2025_9_25_10_48_17,116,74G,ayerushalmy,2025-09-25 10:48:17,Yes,"SEP_10,SEP_10_NDQ,prev_OCT_10,SEP_10_NDQ_V1_GLC","tlevor,ayerushalmy",Yes,Coordinate with symlink owners first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4__2025_9_21_11_10_14,120,74G,ayerushalmy,2025-09-21 11:10:14,Yes,prev_SEP_10,ayerushalmy,No,Remove symlinks first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_16_15_14_51,95,74G,ayerushalmy,2025-10-16 15:14:51,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,ayerushalmy",Yes,Coordinate with symlink owners first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_15_13_54_30,96,74G,ayerushalmy,2025-10-15 13:54:30,Yes,OCT_10,ayerushalmy,No,Remove symlinks first
clr,NDQ,clr_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_V4_2_3__2025_10_19_16_7_22,92,74G,ayerushalmy,2025-10-19 16:07:22,Yes,OCT_10_V2,ayerushalmy,No,Remove symlinks first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_8_9_7_16,103,74G,shlomoc,2025-10-08 09:07:16,Yes,prev_SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_9_18_16_36_4,122,74G,shlomoc,2025-09-18 16:36:04,Yes,"SEP_10,SEP_10_NDQ","shlomoc,tlevor",Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_19_18_24_17,91,74G,shlomoc,2025-10-19 18:24:17,Yes,OCT_10_V2,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_15_15_50_51,96,74G,shlomoc,2025-10-15 15:50:51,Yes,SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_15_16_5_35,96,74G,shlomoc,2025-10-15 16:05:35,Yes,OCT_10,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_8_9_13_2,103,74G,shlomoc,2025-10-08 09:13:02,Yes,prev_SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_9_18_16_42_14,122,74G,shlomoc,2025-09-18 16:42:14,Yes,"prev_fe_dct_golden_release,SEP_10_NDQ,prev_SEP_10","shlomoc,tlevor",Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_19_18_24_17,91,74G,shlomoc,2025-10-19 18:24:17,Yes,OCT_10_V2,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_15_15_51_49,96,74G,shlomoc,2025-10-15 15:51:49,Yes,SEP_10_NDQ_V1_GLC,shlomoc,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_15_16_5_39,96,74G,shlomoc,2025-10-15 16:05:39,Yes,OCT_10,shlomoc,Yes,Coordinate with symlink owners first
yu_mng,TOP_YC,yu_mng_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_01__2025_10_13_13_9_22,98,74G,aspiegelglas,2025-10-13 13:09:22,Yes,NDQ_RUNS,nduanis,Yes,Coordinate with symlink owners first
dqavo,QNS,dqavo_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_nflow_2_ref__2025_5_27_10_23_25,237,74G,nhayun,2025-05-27 10:23:25,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_15_11_39_43,96,73G,gibell,2025-10-15 11:39:43,Yes,prev_OCT_10,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_11_7_13_59,100,73G,gibell,2025-10-11 07:13:59,No,None,None,No,Safe to delete
fwam,NDQ,fwam_rbv_2025_06_18_tlv_newref__2025_8_31_21_46_14,140,73G,arot,2025-08-31 21:46:14,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver6_Sep25_gb__2025_10_8_15_27_52,103,73G,gibell,2025-10-08 15:27:52,No,None,None,No,Safe to delete
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_19_17_14_7,91,73G,gibell,2025-10-19 17:14:07,Yes,OCT_10_V2,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_16_11_54_4,95,73G,gibell,2025-10-16 11:54:04,Yes,OCT_10,gibell,No,Remove symlinks first
pscd,NDQ,pscd_rbv_2025_09_02_ver4_Sep25_gb__2025_10_16_11_52_47,95,73G,gibell,2025-10-16 11:52:47,No,None,None,No,Safe to delete
yu_mng,TOP_YC,yu_mng_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_ahlam_ref__2025_8_6_15_34_51,166,73G,arot,2025-08-06 15:34:51,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_16_11_22_22,125,72G,brachas,2025-09-16 11:22:22,Yes,"SEP_10,SEP_10_NDQ","brachas,tlevor",Yes,Coordinate with symlink owners first
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_15_11_53_0,96,72G,brachas,2025-10-15 11:53:00,Yes,"prev_release,OCT_10","zbirman,brachas",Yes,Coordinate with symlink owners first
dqavi,QNS,dqavi_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_signoff_1001__2025_5_25_20_15_44,238,72G,nhayun,2025-05-25 20:15:44,No,None,None,No,Safe to delete
bta,TCB,bta_rbv_2025_03_17_condb_int1_11_4_BE_TNL_snap_input_test__2025_4_28_9_48_13,266,72G,nhayun,2025-04-28 09:48:13,No,None,None,No,Safe to delete
lndm,NDQ,lndm_latest_ref__2025_5_5_20_36_51,258,72G,nhayun,2025-05-05 20:36:51,No,None,None,No,Safe to delete
fth,CPORT,fth_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_new_tplanner_ref_run__2025_10_21_15_54_4,90,72G,lmustafa,2025-10-21 15:54:04,Yes,SEP_28_FP_eco_02,lmustafa,No,Remove symlinks first
fth,CPORT,fth_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_new_tplanner_ref_run__2025_10_17_10_54_41,94,72G,lmustafa,2025-10-17 10:54:41,Yes,"SEP_28_FP_eco_01,FNL_4PV","lmustafa,ekantorovich",Yes,Coordinate with symlink owners first
psca,NDQ,psca_rbv_2025_06_10_agur_condb_int2_23_5r1_BE_SFNL_snap__2025_6_26_16_15_40,207,72G,nhayun,2025-06-26 16:15:40,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part4__2025_8_27_9_38_42,145,72G,aamsalem,2025-08-27 09:38:42,No,None,None,No,Safe to delete
yu,NDQ,yu_agur_rbv_2025_03_17_condb_int1_11_3_BE_TNL_snap_ver7_new_flow__2025_5_25_9_29_17,239,72G,nhayun,2025-05-25 09:29:17,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_6_17_11_32,104,72G,aamsalem,2025-10-06 17:11:32,Yes,SEP_10_NDQ_V1_GLC,aamsalem,No,Remove symlinks first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_3_15_7_49,108,72G,aamsalem,2025-10-03 15:07:49,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_9_18_11_59_25,123,72G,aamsalem,2025-09-18 11:59:25,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_9_21_10_24_50,120,72G,aamsalem,2025-09-21 10:24:50,Yes,"SEP_10,SEP_10_NDQ,prev_SEP_10_NDQ_V1_GLC","aamsalem,tlevor",Yes,Coordinate with symlink owners first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_15_10_0_9,96,72G,aamsalem,2025-10-15 10:00:09,Yes,OCT_10,aamsalem,No,Remove symlinks first
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part3__2025_8_19_12_56_57,153,72G,aamsalem,2025-08-19 12:56:57,No,None,None,No,Safe to delete
clt,NDQ,clt_rbv_2025_06_08_condb_23_5r1_BE_SFNL_snap_part3__2025_8_20_10_43_46,152,72G,aamsalem,2025-08-20 10:43:46,Yes,prev_AUG_07_FP,aamsalem,No,Remove symlinks first
eri,TCB,eri_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_nf__2025_8_28_17_7_57,143,72G,hschiffavrah,2025-08-28 17:07:57,No,None,None,No,Safe to delete
ccorec,HPORT,ccorec_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_11_33_49,103,71G,roir,2025-10-08 11:33:49,No,None,None,No,Safe to delete
dqax,QNS,new_tools__2025_5_26_21_52_49,237,71G,nhayun,2025-05-26 21:52:49,No,None,None,No,Safe to delete
eri,TCB,eri_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_with_usfsk_2_ref___2025_5_27_10_36_46,237,71G,nhayun,2025-05-27 10:36:46,No,None,None,No,Safe to delete
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_9_28_9_11_12,113,71G,ykatzav,2025-09-28 09:11:12,Yes,"SEP_10_V2,SEP_10_NDQ",tlevor,Yes,Coordinate with symlink owners first
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_19_16_3_10,92,71G,ykatzav,2025-10-19 16:03:10,Yes,OCT_10_V2,ykatzav,No,Remove symlinks first
fdbs,NDQ,fdbs_rbv_2025_03_18_condb_int1_11_3_BE_TNL_snap_2605__2025_6_11_11_43_40,222,71G,nhayun,2025-06-11 11:43:40,No,None,None,No,Safe to delete
lnd,CPORT,run_29_09_2025_lnd_rbv_2025_09_26_trex_response_tag_065__2025_10_17_8_26_5,94,70G,shlomoc,2025-10-17 08:26:05,Yes,prev_SEP_28_FP_eco_01,shlomoc,Yes,Coordinate with symlink owners first
prtm,NDQ,test_run__2025_5_6_7_53_18,258,70G,nhayun,2025-05-06 07:53:18,No,None,None,No,Safe to delete
fth,CPORT,fth_rbv_2025_03_13_condb_int1_11_3_BE_TNL_snap_ncfg_0512__2025_5_27_10_52_46,237,70G,nhayun,2025-05-27 10:52:46,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_10_3_2,123,70G,sorino,2025-09-18 10:03:02,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_29_17,123,70G,sorino,2025-09-18 09:29:17,No,None,None,No,Safe to delete
ccored,HPORT,ccored_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins__2025_9_18_9_49_48,123,70G,sorino,2025-09-18 09:49:48,No,None,None,No,Safe to delete
yu,NDQ,yu_agur_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_ver5__2025_8_13_14_4_5,159,70G,arot,2025-08-13 14:04:05,Yes,NDQ_ww36T_yu,tlevor,Yes,Coordinate with symlink owners first
clt,NDQ,clt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_part3__2025_10_16_14_40_31,95,69G,aamsalem,2025-10-16 14:40:31,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,aamsalem",Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_10_8_13_53_32,103,68G,rmenasheof,2025-10-08 13:53:32,Yes,SEP_10_NDQ_V1_GLC,rmenasheof,Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_10_20_15_26_28,91,68G,rmenasheof,2025-10-20 15:26:28,Yes,OCT_10_V2,rmenasheof,Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_10_15_11_30_10,96,68G,rmenasheof,2025-10-15 11:30:10,Yes,OCT_10,rmenasheof,Yes,Coordinate with symlink owners first
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_9_28_15_46_55,113,68G,rmenasheof,2025-09-28 15:46:55,No,None,None,No,Safe to delete
dcmp,NDQ,dcmp_manual_flp_21_9_for_vivid__2025_9_28_15_56_58,113,68G,rmenasheof,2025-09-28 15:56:58,No,None,None,No,Safe to delete
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_5_8_14_47,106,68G,brachas,2025-10-05 08:14:47,No,None,None,No,Safe to delete
fdbs,NDQ,fdbs_rbv_2025_09_02_agur_condb_int3_2025_08_27_0_1NL_snap_ctsfix2__2025_10_7_22_57_20,103,68G,brachas,2025-10-07 22:57:20,Yes,SEP_10_NDQ_V1_GLC,brachas,No,Remove symlinks first
ccorec,HPORT,ccorec_rbv_2025_08_17_condb_int2_22_4_BE_SFNL_snap__2025_9_30_11_13_34,111,68G,roir,2025-09-30 11:13:34,No,None,None,No,Safe to delete
tecorel,QNS,tecorel_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_default_run__2025_9_29_13_8_53,112,68G,gnarla,2025-09-29 13:08:53,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
tecorel,QNS,tecorel_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_default_run__2025_10_17_9_0_38,94,68G,gnarla,2025-10-17 09:00:38,No,None,None,No,Safe to delete
tecorer,QNS,tecorer_rbv_2025_09_02_rbv_2025_08_27_agur_condb_int3_2025_08_27_0_1NL_snap_FIRST_RUN__2025_10_13_6_7_34,98,67G,hsajwan,2025-10-13 06:07:34,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
ccoref,HPORT,nbu_signoff_ccoref_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap__new_pins_ipo1361_2025_9_3_9_34_15,138,67G,sorino,2025-09-03 09:34:15,Yes,prev_AUG_07_FP,sorino,Yes,Coordinate with symlink owners first
prtm,NDQ,agur_prtm_rbv_2025_06_10_condb_int2_23_5r1_BE_SFNL_snap_secondtry__2025_8_31_15_34_56,141,67G,lmustafa,2025-08-31 15:34:56,No,None,None,No,Safe to delete
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_9_16_18_32_37,124,67G,ykatzav,2025-09-16 18:32:37,Yes,SEP_10,ykatzav,No,Remove symlinks first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_8_10_14_33,103,67G,ykatzav,2025-10-08 10:14:33,Yes,SEP_28_FP,ykatzav,No,Remove symlinks first
prt,CPORT,prt_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_16_9_36_11,95,67G,ykatzav,2025-10-16 09:36:11,Yes,"SEP_28_FP_eco_01,FNL_4PV","ykatzav,ekantorovich",Yes,Coordinate with symlink owners first
prtm,NDQ,prtm_rbv_2025_09_01_agur_condb_int3_2025_08_27_0_1NL_snap_r1_fifthtry__2025_10_20_22_12_4,90,67G,lmustafa,2025-10-20 22:12:04,Yes,OCT_10_V2,lmustafa,No,Remove symlinks first
fthm,NDQ,fthm_rbv_2025_09_02_condb_int3_2025_08_27_0_1NL_snap_2nd_flp__2025_9_19_15_31_30,122,67G,miancu,2025-09-19 15:31:30,Yes,prev_SEP_10,miancu,Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_3_9_40_15,108,67G,miancu,2025-10-03 09:40:15,No,None,None,No,Safe to delete
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_7_18_7_45,103,67G,miancu,2025-10-07 18:07:45,Yes,"SEP_10,SEP_10_NDQ_V1_GLC","miancu,tlevor",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_V3__2025_10_20_9_58_41,91,67G,ayerushalmy,2025-10-20 09:58:41,Yes,OCT_10_V2,ayerushalmy,No,Remove symlinks first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_V3__2025_10_16_18_13_16,94,67G,ayerushalmy,2025-10-16 18:13:16,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,ayerushalmy",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_9_29_14_59_53,112,67G,miancu,2025-09-29 14:59:53,Yes,"SEP_10_V2,SEP_10_NDQ","miancu,tlevor",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_14_9_43_10,97,67G,miancu,2025-10-14 09:43:10,Yes,OCT_10,miancu,Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_09_22_condb_int3_2025_08_27_0_1NL_snap_1st_side__2025_10_11_11_29_51,100,67G,miancu,2025-10-11 11:29:51,Yes,prev_OCT_10,miancu,Yes,Coordinate with symlink owners first
ioplm,NDQ,starling_ioplm_2024_10_30__2024_11_18_9_51_54,427,67G,rshahav,2024-11-18 09:51:54,Yes,"fcl_release,FNL_4PV","ekantorovich,malkyb",Yes,Coordinate with symlink owners first
tecorel,QNS,tecorel_rbv_2025_06_09_condb_int2_23_5r1_BE_SFNL_snap_lat_pin_def_tlv__2025_8_28_11_55_57,144,67G,gnarla,2025-08-28 11:55:57,No,None,None,No,Safe to delete
fthm,NDQ,fthm_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_npp_tlv__2025_8_25_10_25_50,147,65G,miancu,2025-08-25 10:25:50,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_sunbird_rbv_2023_06_14_FNL_pmuxm_dc_cfg250512__2025_6_8_14_59_35,225,65G,nhayun,2025-06-08 14:59:35,No,None,None,No,Safe to delete
px,NDQ,px_rbv_beta_flow_26.05.25__2025_6_15_9_37_12,218,65G,nhayun,2025-06-15 09:37:12,No,None,None,No,Safe to delete
dqs,QNS,dqs_rbv_2025_08_28_agur_condb_int3_2025_08_27_0_snap_r1_so__2025_9_24_21_41_11,116,65G,abarman,2025-09-24 21:41:11,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_9_24_21_59_57,116,65G,abarman,2025-09-24 21:59:57,No,None,None,No,Safe to delete
dqavi,QNS,dqavi_rbv_2025_09_09_agur_condb_int3_2025_08_27_0_1NL_snap_run1__2025_9_24_0_11_53,117,65G,abarman,2025-09-24 00:11:53,No,None,None,No,Safe to delete
px,NDQ,px_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_old_util65__2025_10_19_14_17_12,92,65G,aamsalem,2025-10-19 14:17:12,Yes,OCT_10_V2,aamsalem,No,Remove symlinks first
lndm,NDQ,run_07_09_2025_lndm_rbv_2025_09_01_new_flow__2025_10_3_9_38_34,108,64G,shlomoc,2025-10-03 09:38:34,No,None,None,No,Safe to delete
prt,CPORT,prt_agur_rbv_2025_04_14_test_5__2025_6_4_10_34_57,229,64G,nhayun,2025-06-04 10:34:57,No,None,None,No,Safe to delete
ftos,NDQ,nbu_signoff_condb_int3_2025_08_27_0_1NL_snap_th_ipo1000_2025_10_20_9_19_0,91,64G,thadad,2025-10-20 09:19:00,Yes,OCT_10_V2,thadad,No,Remove symlinks first
dqax,QNS,dqax_from_matan2__2025_10_19_12_27_43,92,64G,hmendelovich,2025-10-19 12:27:43,No,None,None,No,Safe to delete
dqax,QNS,dqax_rbv_2025_09_07_agur_condb_int3_2025_08_27_0_1NL_snap__2025_10_13_10_35_19,98,64G,mlanzerer,2025-10-13 10:35:19,Yes,"QNS_ww42_1NL,QNS_before_vivid_loop",alexandrue,Yes,Coordinate with symlink owners first
fth,CPORT,FthTrial__2025_9_16_21_52_31,124,63G,yavital,2025-09-16 21:52:31,Yes,ECO_RUN_TIME_test,yavital,Yes,Coordinate with symlink owners first
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_3_9_51_56,108,63G,shlomoc,2025-10-03 09:51:56,No,None,None,No,Safe to delete
sma,NDQ,run_07_09_2025_sma_rbv_2025_09_04_new_flow_dsr_fix_interface_fix__2025_10_3_9_40_48,108,63G,shlomoc,2025-10-03 09:40:48,Yes,SEP_10,shlomoc,Yes,Coordinate with symlink owners first
dqs,QNS,dqs_rbv_2025_03_16_condb_int1_11_4_BE_TNL_snap_ipo1000_signoff__2025_5_19_20_14_51,244,63G,nhayun,2025-05-19 20:14:51,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_9_16_22,134,63G,shlomoc,2025-09-07 09:16:22,No,None,None,No,Safe to delete
dqs,QNS,run_04_09_2025_toolvers_beta_20250908_BLOCKRELTEST__2025_9_7_8_37_4,134,63G,shlomoc,2025-09-07 08:37:04,No,None,None,No,Safe to delete
pscb,NDQ,pscb_rbv_2025_06_10_agur_condb_int2_23_5r1_BE_SFNL_snap__2025_6_26_16_15_36,207,63G,nhayun,2025-06-26 16:15:36,No,None,None,No,Safe to delete
pmuxm,NDQ,pmuxm_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_16_12_0_6,95,63G,brachas,2025-10-16 12:00:06,Yes,"SEP_28_FP,FNL_4PV","ekantorovich,brachas",Yes,Coordinate with symlink owners first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_9_17_4_55,101,62G,brachas,2025-10-09 17:04:55,Yes,"SEP_28_FP,prev_SEP_28_FP",brachas,No,Remove symlinks first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_9_17_15_56_31,124,62G,brachas,2025-09-17 15:56:31,Yes,SEP_10,brachas,No,Remove symlinks first
pmux,CPORT,pmux_rbv_2025_09_03_agur_condb_int3_2025_08_27_0_1NL_snap_sep10__2025_10_16_12_49_23,95,62G,brachas,2025-10-16 12:49:23,Yes,"SEP_28_FP_eco_01,FNL_4PV","ekantorovich,brachas",Yes,Coordinate with symlink owners first
nvrisc,NDQ,nvrisc_rbv_2025_09_04_agur_condb_int3_2025_08_27_0_1NL_snap_run2__2025_10_16_13_52_15,95,62G,ykatzav,2025-10-16 13:52:15,Yes,"SEP_28_FP,FNL_4PV","ykatzav,ekantorovich",Yes,Coordinate with symlink owners first
fthm,NDQ,fthm_rbv_2025_06_09_condb_int2_23_5r1_SFNL_snap_fcp__2025_6_17_17_39_2,215,62G,nhayun,2025-06-17 17:39:02,No,None,None,No,Safe to delete
